Time (GMT),Time,RPM,TPS,Brake,Fuel Flow Rate,Engine Load,Rail Pressure,MAP,Baro,Speed,ECT,IAT,MAF,BAT Volt,EGR
141,00:01:41,0e2c,0,5,00b6,5a,0d98,5a,57,0,53,45,033a,36d4,5
142,00:01:42,0.00E+00,0,5,00b4,5a,0d98,5a,57,0,53,45,337,36e6,5
142,00:01:42,0.00E+00,0,5,00b6,5a,0d00,5a,57,0,53,45,300,3600,5
143,00:01:43,0e2c,0,5,00b5,5a,0d00,5a,57,0,53,45,300,3600,5
143,00:01:43,0e1c,0,5,00b5,5a,0d00,5a,57,0,53,45,300,3600,5
144,00:01:44,0e3c,0,5,00b6,5a,0d00,5a,57,0,53,45,300,3600,5
144,00:01:44,0.00E+00,0,5,00b5,59,0d00,5a,57,0,53,45,300,3600,5
145,00:01:45,0.00E+00,0,5,00b5,59,0d00,5a,57,0,53,45,300,3600,5
145,00:01:45,0.00E+00,0,5,00b4,5a,0d00,5a,57,0,53,45,300,3600,5
146,00:01:46,0e3c,0,5,00b4,5a,0d00,5a,57,0,53,45,300,3600,5
146,00:01:46,0.00E+00,0,5,00b6,5a,0d00,5a,57,0,53,45,300,3600,5
147,00:01:47,0e2c,0,5,00b3,5a,0d00,5a,57,0,53,45,300,3600,5
147,00:01:47,0e2c,0,5,00b4,59,0d00,5a,57,0,53,45,300,3600,5
148,00:01:48,0.00E+00,0,5,00b4,59,0d00,5a,57,0,53,45,300,3600,5
148,00:01:48,0.00E+00,0,5,00b4,59,0d00,5a,57,0,53,45,300,3600,5
149,00:01:49,0e3c,0,5,00b3,59,0d00,5a,57,0,53,45,300,3600,5
149,00:01:49,0e2c,0,5,00b3,58,0dc0,5a,57,0,53,45,032d,36cc,5
150,00:01:50,0.00E+00,0,5,00b4,58,0dc0,5a,57,0,53,45,326,36da,5
150,00:01:50,0.00E+00,0,5,00b3,59,0d70,5a,57,0,53,45,326,36da,5
151,00:01:51,0.00E+00,0,5,00b4,59,0d70,5a,57,0,53,45,032e,36d0,5
151,00:01:51,0.00E+00,0,5,00b4,59,0d70,5a,57,0,53,45,032e,36d0,5
152,00:01:52,0.00E+00,0,5,00b3,59,0d70,5a,57,0,53,45,332,36be,5
152,00:01:52,0.00E+00,0,5,00b3,58,0d20,5a,57,0,53,45,332,36be,5
153,00:01:53,0e1c,0,5,00b4,58,0d20,5a,57,0,53,45,337,36c1,5
153,00:01:53,0.00E+00,0,5,00b3,58,0d34,5a,57,0,53,45,337,36c1,5
154,00:01:54,0.00E+00,0,5,00b3,58,0d34,5a,57,0,53,45,033f,36d5,5
154,00:01:54,0.00E+00,0,5,00b4,59,0d70,5a,57,0,53,45,033f,36d5,5
155,00:01:55,0.00E+00,0,5,00b4,59,0d70,5a,57,0,54,45,321,36d4,5
155,00:01:55,0e2c,0,5,00b4,58,0d48,5a,57,0,54,45,321,36d4,5
156,00:01:56,0.00E+00,0,5,00b3,58,0d48,5a,57,0,54,45,330,36cc,5
156,00:01:56,0.00E+00,0,5,00b2,57,0d00,5a,57,0,54,45,300,3600,5
157,00:01:57,0.00E+00,0,5,00b1,57,0d00,5a,57,0,54,45,300,3600,5
157,00:01:57,0.00E+00,0,5,00b1,58,0d00,5a,57,0,54,45,300,3600,5
158,00:01:58,0.00E+00,0,5,00b2,58,0d00,5a,57,0,54,45,300,3600,5
158,00:01:58,0.00E+00,0,5,00b1,57,0d00,5a,57,0,54,45,300,3600,5
159,00:01:59,0.00E+00,0,5,00b2,57,0d00,5a,57,0,54,45,300,3600,5
159,00:01:59,0e2c,0,5,00b2,58,0d00,5a,57,0,54,45,300,3600,5
200,00:02:00,0.00E+00,0,5,00b2,58,0d00,5a,57,0,54,45,300,3600,5
200,00:02:00,0e2c,0,5,00b2,58,0d00,5a,57,0,54,45,300,3600,5
201,00:02:01,0.00E+00,0,5,00b3,58,0d00,5a,57,0,54,45,300,3600,5
201,00:02:01,0e2c,0,5,00b3,58,0c00,5a,57,0,54,45,300,3600,5
202,00:02:02,0.00E+00,0,5,00b2,58,0c00,5a,57,0,54,45,300,3600,5
202,00:02:02,0.00E+00,0,5,00b3,58,0d00,5a,57,0,54,45,300,3600,5
203,00:02:03,0.00E+00,0,5,00b1,58,0d00,5a,57,0,54,45,300,3600,5
203,00:02:03,0.00E+00,0,5,00b2,58,0d70,5a,57,0,54,45,335,36d9,5
204,00:02:04,0.00E+00,0,5,00b2,58,0d70,5a,57,0,54,45,326,36cc,5
204,00:02:04,0.00E+00,0,5,00b2,58,0d0c,5a,57,0,54,45,326,36cc,5
205,00:02:05,0.00E+00,0,5,00b2,58,0d0c,5a,57,0,54,45,330,36c6,5
205,00:02:05,0.00E+00,0,5,00b1,58,0d98,5a,57,0,54,45,330,36c6,5
206,00:02:06,0.00E+00,0,5,00b3,58,0d98,5a,57,0,54,45,335,36bf,5
206,00:02:06,0.00E+00,0,5,00b2,58,0d0c,5a,57,0,54,45,335,36bf,5
207,00:02:07,0.00E+00,0,5,00aa,58,0d0c,5a,57,0,54,45,321,375f,5
207,00:02:07,0dfc,0,5,00a7,54,0d70,5a,57,0,54,45,321,375f,5
208,00:02:08,0e2c,0,5,00aa,54,0d70,5a,57,0,54,45,332,375d,5
208,00:02:08,0.00E+00,0,5,00a8,54,0d70,5a,57,0,54,45,332,375d,5
209,00:02:09,0.00E+00,0,5,00a8,54,0d70,5a,57,0,54,45,031c,3762,5
209,00:02:09,0.00E+00,0,5,00a8,54,0d5c,5a,57,0,54,45,031c,3762,5
210,00:02:10,0.00E+00,0,5,00a9,54,0d5c,5a,57,0,54,45,333,3741,5
210,00:02:10,0e2c,0,5,00a8,53,0d00,5a,57,0,54,45,300,3700,5
211,00:02:11,0.00E+00,0,5,00a8,53,0d00,5a,57,0,55,45,300,3700,5
211,00:02:11,0.00E+00,0,1,00a7,52,0c00,5a,57,0,55,45,300,3700,5
212,00:02:12,0.00E+00,0,1,00a5,52,0c00,5a,57,0,55,45,300,3700,5
212,00:02:12,0e1c,0,5,00a5,52,0d00,5a,57,0,55,45,300,3700,5
213,00:02:13,0.00E+00,0,5,00aa,52,0d00,5a,57,0,55,45,300,3700,5
213,00:02:13,0e1c,0,5,00a8,54,0c00,5a,57,1,55,45,300,3700,5
214,00:02:14,0.00E+00,0,5,00a8,54,0c00,5a,57,1,55,45,300,3700,5
214,00:02:14,0e1c,0,5,00a8,54,0d00,5a,57,1,55,45,300,3700,5
215,00:02:15,0.00E+00,0,5,00a8,54,0d00,5a,57,1,55,45,300,3700,5
215,00:02:15,0.00E+00,0,5,00a9,54,0d00,5a,57,0,55,45,300,3700,5
216,00:02:16,0e2c,0,5,00aa,54,0d00,5a,57,0,55,45,300,3700,5
216,00:02:16,0.00E+00,0,5,00a8,54,0d00,5a,57,0,55,45,300,3700,5
217,00:02:17,0.00E+00,0,5,00a9,54,0d00,5a,57,0,55,45,300,3700,5
217,00:02:17,0.00E+00,0,5,00a9,54,0d5c,5a,57,0,55,45,329,3755,5
218,00:02:18,0.00E+00,0,5,00a8,54,0d5c,5a,57,0,55,45,333,3737,5
218,00:02:18,0.00E+00,0,5,00a8,55,0d5c,5a,57,0,55,45,333,3737,5
219,00:02:19,0e1c,0,5,00a9,55,0d5c,5a,57,0,55,45,032b,3741,5
219,00:02:19,0e2c,0,5,00a8,54,0d20,5a,57,0,55,45,032b,3741,5
220,00:02:20,0.00E+00,0,5,00a9,54,0d20,5a,57,0,55,45,339,3758,5
220,00:02:20,0.00E+00,0,5,00a9,54,0d0c,5a,57,0,55,45,339,3758,5
221,00:02:21,0.00E+00,0,5,00a9,54,0d0c,5a,57,0,55,45,333,374a,5
221,00:02:21,0e1c,0,5,00a9,54,0d20,5a,57,0,55,45,333,374a,5
222,00:02:22,0.00E+00,0,5,00aa,54,0d20,5a,57,0,55,45,326,3744,5
222,00:02:22,0.00E+00,0,5,00ac,55,0d34,5a,57,0,55,45,326,3744,5
223,00:02:23,0.00E+00,0,5,00a9,55,0d34,5a,57,0,55,45,335,375a,5
223,00:02:23,0.00E+00,0,5,00ab,55,0dc0,5a,57,0,55,45,335,375a,5
224,00:02:24,0e2c,0,5,00a9,55,0dc0,5a,57,0,55,45,337,375f,5
224,00:02:24,0.00E+00,0,5,00a9,55,0c00,5a,57,0,55,45,300,3700,5
225,00:02:25,0.00E+00,0,5,00ab,55,0c00,5a,57,0,55,45,300,3700,5
225,00:02:25,0.00E+00,0,5,00aa,54,0d00,5a,57,0,55,45,300,3700,5
226,00:02:26,0e0c,0,5,00b4,54,0d00,5a,57,0,55,45,300,3400,5
226,00:02:26,0df8,0,5,00b8,5c,0c00,5a,57,0,55,45,300,3400,5
227,00:02:27,0.00E+00,0,5,00bc,5c,0c00,5a,57,0,55,45,300,3600,5
227,00:02:27,0e5c,0,5,00b8,59,0d00,5a,57,0,55,45,300,3600,5
228,00:02:28,0.00E+00,0,5,00b4,59,0d00,5a,57,0,55,45,300,3600,5
228,00:02:28,0e2c,0,5,00b3,58,0d00,5a,57,0,55,45,300,3600,5
229,00:02:29,0.00E+00,0,5,00b2,58,0d00,5a,57,0,56,45,300,3600,5
229,00:02:29,0e2c,0,5,00b3,58,0d00,5a,57,0,56,45,300,3600,5
230,00:02:30,0e2c,0,5,00b1,58,0d00,5a,57,0,56,45,300,3600,5
230,00:02:30,0e1c,0,5,00b1,58,0d00,5a,57,0,56,45,300,3600,5
231,00:02:31,0e2c,0,5,00b1,58,0d00,5a,57,0,56,45,300,3600,5
231,00:02:31,0e1c,0,5,00b1,58,0cf8,5a,57,0,56,45,326,36b6,5
232,00:02:32,0.00E+00,0,5,00b2,58,0cf8,5a,57,0,56,45,033c,36cd,5
232,00:02:32,0e2c,0,5,00b0,57,0d98,5a,57,0,56,45,033c,36cd,5
233,00:02:33,0.00E+00,0,5,00b0,57,0d98,5a,57,0,56,45,330,36d2,5
233,00:02:33,0.00E+00,0,5,00b0,57,0cd0,5a,57,0,56,45,330,36d2,5
234,00:02:34,0.00E+00,0,5,00b0,57,0cd0,5a,57,0,56,45,333,36b1,5
234,00:02:34,0.00E+00,0,5,00b0,57,0d98,5a,57,0,56,45,333,36b1,5
235,00:02:35,0e1c,0,5,00b0,57,0d98,5a,57,0,56,45,032b,36ba,5
235,00:02:35,0.00E+00,0,5,00b0,57,0d70,5a,57,0,56,45,032b,36ba,5
236,00:02:36,0.00E+00,0,5,00b0,57,0d70,5a,57,0,56,45,328,36ce,5
236,00:02:36,0.00E+00,0,5,00b0,57,0d70,5a,57,0,56,45,328,36ce,5
237,00:02:37,0.00E+00,0,5,00b0,57,0d70,5a,57,0,56,45,033e,36d5,5
237,00:02:37,0e2c,0,5,00b0,57,0d0c,5a,57,0,56,45,033e,36d5,5
238,00:02:38,0e3c,0,5,00ae,57,0d0c,5a,57,0,56,45,337,36b2,5
238,00:02:38,0.00E+00,0,5,00ad,56,0d00,5a,57,0,56,45,300,3600,5
239,00:02:39,0.00E+00,0,5,00ad,56,0d00,5a,57,0,56,45,300,3600,5
239,00:02:39,0e1c,0,5,00ac,56,0d00,5a,57,0,56,45,300,3600,5
240,00:02:40,0.00E+00,0,5,00ad,56,0d00,5a,57,0,56,45,300,3600,5
240,00:02:40,0.00E+00,0,5,00ad,57,0c00,5a,57,0,56,45,300,3600,5
241,00:02:41,0.00E+00,0,5,00ae,57,0c00,5a,57,0,56,45,300,3600,5
241,00:02:41,0e1c,0,5,00ae,57,0d00,5a,57,0,56,45,300,3600,5
242,00:02:42,0.00E+00,0,5,00ae,57,0d00,5a,57,0,56,45,300,3600,5
242,00:02:42,0.00E+00,0,5,00ae,56,0c00,5a,57,0,56,45,300,3600,5
243,00:02:43,0.00E+00,0,5,00ad,56,0c00,5a,57,0,56,45,300,3600,5
243,00:02:43,0e1c,0,5,00ad,56,0d00,5a,57,0,56,45,300,3600,5
244,00:02:44,0.00E+00,0,5,00ad,56,0d00,5a,57,0,56,45,300,3600,5
244,00:02:44,0.00E+00,0,5,00ad,56,0d00,5a,57,0,56,45,300,3600,5
245,00:02:45,0.00E+00,0,5,00ae,56,0d00,5a,57,0,56,45,300,3600,5
245,00:02:45,0.00E+00,0,5,00ae,56,0d70,5a,57,0,56,45,328,36bf,5
246,00:02:46,0e2c,0,5,00ae,56,0d70,5a,57,0,56,45,033a,36d6,5
246,00:02:46,0e2c,0,5,00ac,56,0d5c,5a,57,0,56,45,033a,36d6,5
247,00:02:47,0.00E+00,0,5,00ad,56,0d5c,5a,57,0,57,45,033f,36d0,5
247,00:02:47,0.00E+00,0,5,00ad,56,0d34,5a,57,0,57,45,033f,36d0,5
248,00:02:48,0e1c,0,5,00ad,56,0d34,5a,57,0,57,45,337,36b0,5
248,00:02:48,0e1c,0,5,00ac,55,0d20,5a,57,0,57,45,337,36b0,5
249,00:02:49,0.00E+00,0,5,00ac,55,0d20,5a,57,0,57,45,322,36bd,5
249,00:02:49,0e2c,0,5,00ac,56,0d34,5a,57,0,57,45,322,36bd,5
250,00:02:50,0.00E+00,0,5,00ac,56,0d34,5a,57,0,57,45,031f,36bb,5
250,00:02:50,0.00E+00,0,5,00ad,56,0dc0,5a,57,0,57,45,031f,36bb,5
251,00:02:51,0.00E+00,0,5,00ac,56,0dc0,5a,57,0,57,45,032d,36bf,5
251,00:02:51,0.00E+00,0,5,00ad,56,0d0c,5a,57,0,57,45,032d,36bf,5
252,00:02:52,0.00E+00,0,5,00ac,56,0d0c,5a,57,0,57,45,335,36bf,5
252,00:02:52,0.00E+00,0,5,00ad,56,0d00,5a,57,0,57,45,300,3600,5
253,00:02:53,0e2c,0,5,00ac,56,0d00,5a,57,0,57,45,300,3600,5
253,00:02:53,0.00E+00,0,5,00ac,56,0d00,5a,57,0,57,45,300,3600,5
254,00:02:54,0.00E+00,0,5,00ad,56,0d00,5a,57,0,57,45,300,3600,5
254,00:02:54,0.00E+00,0,5,00ac,55,0d00,5a,57,0,57,45,300,3600,5
255,00:02:55,0.00E+00,0,5,00ac,55,0d00,5a,57,0,57,45,300,3600,5
255,00:02:55,0.00E+00,0,5,00ac,56,0d00,5a,57,0,57,45,300,3600,5
256,00:02:56,0.00E+00,0,5,00ae,56,0d00,5a,57,0,57,45,300,3600,5
256,00:02:56,0.00E+00,0,5,00ad,55,0d00,5a,57,0,57,45,300,3600,5
257,00:02:57,0.00E+00,0,5,00ac,55,0d00,5a,57,0,57,45,300,3600,5
257,00:02:57,0.00E+00,0,5,00ac,56,0d00,5a,57,0,57,45,300,3600,5
258,00:02:58,0.00E+00,0,5,00ac,56,0d00,5a,57,0,57,46,300,3600,5
258,00:02:58,0e2c,0,5,00ad,56,0c00,5a,57,0,57,46,300,3600,5
259,00:02:59,0.00E+00,0,5,00ac,56,0c00,5a,57,0,57,45,300,3600,5
259,00:02:59,0.00E+00,0,5,00ad,56,0d48,5a,57,0,57,45,032b,36ac,5
300,00:03:00,0.00E+00,0,5,00ac,56,0d48,5a,57,0,57,45,032e,36cc,5
300,00:03:00,0.00E+00,0,5,00aa,54,0d48,5a,57,0,57,45,032e,36cc,5
301,00:03:01,0e1c,0,5,00ac,54,0d48,5a,57,0,57,46,321,36d2,5
301,00:03:01,0.00E+00,0,5,00ab,55,0dc0,5a,57,0,57,46,321,36d2,5
302,00:03:02,0.00E+00,0,5,00ab,55,0dc0,5a,57,0,57,45,333,3690,5
302,00:03:02,0.00E+00,0,5,00ac,56,0cf8,5a,57,0,57,45,333,3690,5
303,00:03:03,0.00E+00,0,5,00ae,56,0cf8,5a,57,0,57,46,335,369a,5
303,00:03:03,0.00E+00,0,5,00ad,56,0d98,5a,57,0,57,46,335,369a,5
304,00:03:04,0.00E+00,0,5,00ae,56,0d98,5a,57,0,57,46,326,3698,5
304,00:03:04,0.00E+00,0,5,00ad,56,0d0c,5a,57,0,57,46,326,3698,5
305,00:03:05,0e2c,0,5,00ad,56,0d0c,5a,57,0,57,45,031d,3699,5
305,00:03:05,0e2c,0,5,00ad,56,0d70,5a,57,0,57,45,031d,3699,5
306,00:03:06,0e2c,0,5,00ac,56,0d70,5a,57,0,57,45,031c,36bc,5
306,00:03:06,0e2c,0,5,00ad,56,0d00,5a,57,0,57,45,300,3600,5
307,00:03:07,0.00E+00,0,5,00ac,56,0d00,5a,57,0,58,45,300,3600,5
307,00:03:07,0.00E+00,0,5,00ac,56,0d00,5a,57,0,58,45,300,3600,5
308,00:03:08,0.00E+00,0,5,00ad,56,0d00,5a,57,0,58,46,300,3600,5
308,00:03:08,0.00E+00,0,5,00ad,56,0d00,5a,57,0,58,46,300,3600,5
309,00:03:09,0.00E+00,0,5,00ac,56,0d00,5a,57,0,58,45,300,3600,5
309,00:03:09,0e2c,0,5,00ac,55,0d00,5a,57,0,58,45,300,3600,5
310,00:03:10,0.00E+00,0,5,00ad,55,0d00,5a,57,0,58,46,300,3600,5
310,00:03:10,0.00E+00,0,5,00ac,56,0d00,5a,57,0,58,46,300,3600,5
311,00:03:11,0.00E+00,0,5,00ac,56,0d00,5a,57,0,58,45,300,3600,5
311,00:03:11,0.00E+00,0,5,00ac,56,0d00,5a,57,0,58,45,300,3600,5
312,00:03:12,0.00E+00,0,5,00ad,56,0d00,5a,57,0,58,46,300,3600,5
312,00:03:12,0.00E+00,0,5,00ac,55,0d00,5a,57,0,58,46,300,3600,5
313,00:03:13,0.00E+00,0,5,00ab,55,0d00,5a,57,0,58,46,300,3600,5
313,00:03:13,0.00E+00,0,5,00ac,56,0ca8,5a,57,0,58,46,329,36b4,5
314,00:03:14,0e2c,0,5,00ac,56,0ca8,5a,57,0,58,45,033a,367c,5
314,00:03:14,0e1c,0,5,00ad,56,0dac,5a,57,0,58,45,033a,367c,5
315,00:03:15,0.00E+00,0,5,00ad,56,0dac,5a,57,0,58,46,324,3678,5
315,00:03:15,0.00E+00,0,5,00ac,55,0d34,5a,57,0,58,46,324,3678,5
316,00:03:16,0.00E+00,0,5,00ad,55,0d34,5a,57,0,58,46,032b,3673,5
316,00:03:16,0.00E+00,0,5,00ae,57,0ce4,5a,57,0,58,46,032b,3673,5
317,00:03:17,0.00E+00,0,5,00af,57,0ce4,5a,57,0,58,46,032b,366d,5
317,00:03:17,0.00E+00,0,5,00ab,54,0d34,5a,57,0,58,46,032b,366d,5
318,00:03:18,0.00E+00,0,5,00ac,54,0d34,5a,57,0,58,45,335,3673,5
318,00:03:18,0.00E+00,0,5,00ac,55,0cf8,5a,57,0,58,45,335,3673,5
319,00:03:19,0e2c,0,5,00aa,55,0cf8,5a,57,0,58,45,339,3668,5
319,00:03:19,0.00E+00,0,5,00aa,54,0ce4,5a,57,0,58,45,339,3668,5
320,00:03:20,0.00E+00,0,5,00aa,54,0ce4,5a,57,0,58,45,339,36ea,5
320,00:03:20,0.00E+00,0,5,009f,50,0d00,5a,57,0,58,45,300,3600,5
321,00:03:21,0.00E+00,0,5,00a0,50,0d00,5a,57,0,58,46,300,3700,5
321,00:03:21,0.00E+00,0,5,00a1,51,0d00,5a,57,0,58,46,300,3700,5
322,00:03:22,0.00E+00,0,5,00a0,51,0d00,5a,57,0,58,45,300,3700,5
322,00:03:22,0e2c,0,5,00a1,50,0c00,5a,57,0,58,45,300,3700,5
323,00:03:23,0.00E+00,0,5,00a2,50,0c00,5a,57,0,58,46,300,3600,5
323,00:03:23,0.00E+00,0,5,00a2,51,0d00,5a,57,0,58,46,300,3600,5
324,00:03:24,0.00E+00,0,5,00a1,51,0d00,5a,57,0,58,46,300,3600,5
324,00:03:24,0.00E+00,0,5,00a2,51,0c00,5a,57,0,58,46,300,3600,5
325,00:03:25,0e2c,0,5,00a2,51,0c00,5a,57,0,58,46,300,3600,5
325,00:03:25,0.00E+00,0,5,00a1,50,0d00,5a,57,0,58,46,300,3600,5
326,00:03:26,0.00E+00,0,5,00a2,50,0d00,5a,57,0,58,46,300,3600,5
326,00:03:26,0.00E+00,0,5,00a1,50,0d00,5a,57,0,58,46,300,3600,5
327,00:03:27,0.00E+00,0,5,00a2,50,0d00,5a,57,0,58,46,300,3600,5
327,00:03:27,0e2c,0,5,00a1,51,0d0c,5a,57,0,58,46,032b,36f3,5
328,00:03:28,0e2c,0,5,00a1,51,0d0c,5a,57,0,58,46,335,36da,5
328,00:03:28,0e2c,0,5,00a1,51,0ce4,5a,57,0,58,46,335,36da,5
329,00:03:29,0.00E+00,0,5,00a1,51,0ce4,5a,57,0,59,46,333,36dd,5
329,00:03:29,0.00E+00,0,5,00a1,50,0cd0,5a,57,0,59,46,333,36dd,5
330,00:03:30,0.00E+00,0,5,00a2,50,0cd0,5a,57,0,59,46,328,36fb,5
330,00:03:30,0.00E+00,0,5,00a1,51,0cf8,5a,57,0,59,46,328,36fb,5
331,00:03:31,0.00E+00,0,5,00a3,51,0cf8,5a,57,0,59,46,322,36fc,5
331,00:03:31,0.00E+00,0,5,00a2,51,0ca8,5a,57,0,59,46,322,36fc,5
332,00:03:32,0.00E+00,0,5,00a2,51,0ca8,5a,57,0,59,46,332,36ec,5
332,00:03:32,0.00E+00,0,5,00a2,52,0d48,5a,57,0,59,46,332,36ec,5
333,00:03:33,0.00E+00,0,5,00a4,52,0d48,5a,57,0,59,46,032e,36ef,5
333,00:03:33,0.00E+00,0,5,00a3,51,0c80,5a,57,0,59,46,032e,36ef,5
334,00:03:34,0.00E+00,0,5,00a3,51,0c80,5a,57,0,59,46,335,36e4,5
334,00:03:34,0.00E+00,0,5,00a4,52,0d00,5a,57,0,59,46,300,3600,5
335,00:03:35,0e2c,0,5,00a3,52,0d00,5a,57,0,59,46,300,3600,5
335,00:03:35,0e1c,0,5,00a3,52,0d00,5a,57,0,59,46,300,3600,5
336,00:03:36,0.00E+00,0,5,00a4,52,0d00,5a,57,0,59,46,300,3400,5
336,00:03:36,0.00E+00,0,5,00ae,57,0c00,5a,57,0,59,46,300,3400,5
337,00:03:37,0ddc,0,5,00b1,57,0c00,5a,57,0,59,46,300,3500,5
337,00:03:37,0e1c,0,5,00b3,59,0d00,5a,57,0,59,46,300,3500,5
338,00:03:38,0.00E+00,0,5,00b1,59,0d00,5a,57,0,59,46,300,3600,5
338,00:03:38,0.00E+00,0,5,00ae,55,0d00,5a,57,0,59,46,300,3600,5
339,00:03:39,0.00E+00,0,5,00ad,55,0d00,5a,57,0,59,46,300,3600,5
339,00:03:39,0.00E+00,0,5,00a9,54,0d00,5a,57,0,59,46,300,3600,5
340,00:03:40,0e2c,0,5,00ad,54,0d00,5a,57,0,59,46,300,3600,5
340,00:03:40,0.00E+00,0,5,00aa,55,0d00,5a,57,0,59,46,300,3600,5
341,00:03:41,0.00E+00,0,5,00ac,55,0d00,5a,57,0,59,46,300,3600,5
